Agency,Program Model,Division,Site Name,Address,Street Number,Street Direction,Street Name,Street Type,Address Line 2,City,State,ZIP,Phone Number,Phone Extension,Ward,Community Area,Community Area Number,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Arthur D. Griffin Community Learning Center,Out of School Time Programming - Summer and School Breaks,Youth Services,Arthur D. Griffin Community Learning Center,1613 S WASHINGTON BLVD,1613,S,WASHINGTON,BLVD,,Chicago,IL,60612,7732989235,,27,NEAR WEST SIDE,28,1165575.1316493,1900724.1451188,41.8831798,-87.6674557,"(41.8831798, -87.6674557)"
"Asian Human Services, Inc.",Out of School Time Programming - School Year Only,Youth Services,"Asian Human Services, Inc",2838 W PETERSON AVE,2838,W,PETERSON,AVE,,Chicago,IL,60659,7737282235,,50,WEST RIDGE,2,1156171.5029906,1939779.2488742,41.9905448,-87.7009285,"(41.9905448, -87.7009285)"
Aspira Inc of Illinois,Summer Youth Employment Program,Youth Services,Aspira Inc. Of Illinois,2415 N MILWAUKEE AVE,2415,N,MILWAUKEE,AVE,,Chicago,IL,60647,773 2431900,7739813054,1,LOGAN SQUARE,22,1156382.5425684,1915953.6230706,41.9251616,-87.7007991,"(41.9251616, -87.7007991)"
B.U.I.L.D. INC,Intensive Youth Services,Youth Services,"B.U.I.L.D., Inc.",543 N WALLER AVE,543,N,WALLER,AVE,,Chicago,IL,60644,7732272880,,29,AUSTIN,25,1138278.7150694,1903151.5908249,41.8903785,-87.7676321,"(41.8903785, -87.7676321)"
B.U.I.L.D. INC,Intensive Youth Services,Youth Services,"B.U.I.L.D., Inc.",4343 W WRIGHTWOOD ,4343,W,WRIGHTWOOD,,,Chicago,IL,60639,7732272880,,31,HERMOSA,20,1146795.8448032,1916879.4926673,41.9278909,-87.7360017,"(41.9278909, -87.7360017)"
B.U.I.L.D. INC,One Summer Chicago +PLUS Program,Youth Services,"B.U.I.L.D., Inc.",5100 W HARRISON ST,5100,W,HARRISON,ST,,Chicago,IL,60644,7732272880,,29,AUSTIN,25,1142207.2608587,1896872.7643857,41.8730766,-87.7533602,"(41.8730766, -87.7533602)"
B.U.I.L.D. INC,Out of School Time Programming - Year Round,Youth Services,"B.U.I.L.D., Inc.",2914 W NORTH AVE,2914,W,NORTH,AVE,,Chicago,IL,60647,7732272880,,1,WEST TOWN,24,1156721.4923598,1910540.8449693,41.9103016,-87.6997006,"(41.9103016, -87.6997006)"
B.U.I.L.D. INC,RISE,Youth Services,"B.U.I.L.D., Inc.",5100 W HARRISON ST,5100,W,HARRISON,ST,,Chicago,IL,60644,7732272880,,29,AUSTIN,25,1142207.2608587,1896872.7643857,41.8730766,-87.7533602,"(41.8730766, -87.7533602)"
Back of the Yards Neighborhood Council,Out of School Time Programming - Year Round,Youth Services,Back of the Yards Neighborhood Council,1751 W 47TH ST,1751,W,47TH,ST,,Chicago,IL,60609,7735234416,,15,NEW CITY,61,1165248.5792129,1873489.3242248,41.8084518,-87.669428,"(41.8084518, -87.669428)"
Back of the Yards Neighborhood Council,RISE,Youth Services,Back of the Yards Neighborhood Council,5114 S ELIZABETH ST,5114,S,ELIZABETH,ST,,Chicago,IL,60609,7735234416,,20,NEW CITY,61,1168819.4236703,1870781.6477768,41.8009452,-87.6564092,"(41.8009452, -87.6564092)"
Back of the Yards Neighborhood Council,Summer Youth Employment Program,Youth Services,Back of the Yards Neighborhood Council,1751 W 47TH ST,1751,W,47TH,ST,,Chicago,IL,60609,7735234416,,15,NEW CITY,61,1165248.5792129,1873489.3242248,41.8084518,-87.669428,"(41.8084518, -87.669428)"
"Beacon Therapeutic  School, Inc. dba Beacon Therapeutic Diagnostic and Treatment Center, Inc.",Behavioral Health Support (At-Risk Youth),Youth Services,Beacon Therapeutic School,10650 W LONGWOOD ,10650,W,LONGWOOD,,,Chicago,IL,60643,3314573079,,19,BEVERLY,72,1165056.9651389,1833798.0127354,41.6995372,-87.6712511,"(41.6995372, -87.6712511)"
Better Boys Foundation dba BBF family Services,Out of School Time Programming - Year Round,Youth Services,Better Boys Foundation,1512 S PULASKI ,1512,S,PULASKI,,,Chicago,IL,60623,7732272880,,24,NORTH LAWNDALE,29,1149925.52777,1892255.9607849,41.860261,-87.7251426,"(41.860261, -87.7251426)"
Beyond the Ball NFP,Out of School Time Programming - Year Round,Youth Services,Beyond the Ball,3000 S LAWNDALE AVE,3000,S,LAWNDALE,AVE,,Chicago,IL,60623,7732272880,,22,SOUTH LAWNDALE,30,1152138.2677874,1884434.0211249,41.8387533,-87.7172261,"(41.8387533, -87.7172261)"
Big Brothers-Big Sisters of Metropolitan Chicago,Mentoring,Youth Services,Big Brothers Big Sisters of Metropolitan Chicago,560 W LAKE ST,560,W,LAKE,ST,,Chicago,IL,60661,7732272880,,42,NEAR WEST SIDE,28,1172428.0468971,1901737.8458298,41.8858128,-87.6422616,"(41.8858128, -87.6422616)"
Block Club Federation,Out of School Time Programming - Year Round,Youth Services,Block Club Federation - Belmont,4224 W BELMONT AVE,4224,W,BELMONT,AVE,,Chicago,IL,60641,7732981243,,30,IRVING PARK,16,1147550.2102158,1920978.340927,41.9391241,-87.7331242,"(41.9391241, -87.7331242)"
Block Club Federation,Out of School Time Programming - Year Round,Youth Services,Block Club Federation - North Avenue,3647 W NORTH AVE,3647,W,NORTH,AVE,,Chicago,IL,60647,7735234416,,26,HUMBOLDT PARK,23,1151568.4479784,1910342.5847624,41.9098605,-87.7186362,"(41.9098605, -87.7186362)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,CHA After School Program,Youth Services,Boys & Girls Clubs of Chicago,1425 W 112TH ST,1425,W,112TH,ST,,Chicago,IL,60643,7738476207,,34,MORGAN PARK,75,1168710.8829884,1830456.4768579,41.6902896,-87.6579679,"(41.6902896, -87.6579679)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,CHA After School Program,Youth Services,Boys & Girls Clubs of Chicago,2950 W WASHINGTON BLVD,2950,W,WASHINGTON,BLVD,,Chicago,IL,60612,3122358000,,27,EAST GARFIELD PARK,27,1156488.2387836,1900575.4455244,41.8829604,-87.7008274,"(41.8829604, -87.7008274)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,CHA After School Program,Youth Services,Boys & Girls Clubs of Chicago,2102 W MONROE ,2102,W,MONROE,,,Chicago,IL,60612,7732271135,,27,NEAR WEST SIDE,28,1162370.5963266,1899570.4275258,41.8800815,-87.6792552,"(41.8800815, -87.6792552)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,Out of School Time Programming - School Year Only,Youth Services,Cotter Club OST School Year Program,2915 N LEAVITT ,2915,N,LEAVITT,,,Chicago,IL,60618,3122358000,,1,NORTH CENTER,5,1161220.4196967,1919397.1955758,41.9345117,-87.6829265,"(41.9345117, -87.6829265)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,Out of School Time Programming - School Year Only,Youth Services,General Wood Club OST Year Round Program,2950 W 25TH ST,2950,W,25TH,ST,,Chicago,IL,60623,7732271135,,12,SOUTH LAWNDALE,30,1156879.4534334,1887294.4920436,41.8465082,-87.6997508,"(41.8465082, -87.6997508)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,Out of School Time Programming - Summer and School Breaks,Youth Services,Logan Square Club OST Year Round Program,3228 W PALMER ,3228,W,PALMER,,,Chicago,IL,60647,3122358000,,32,LOGAN SQUARE,22,1154269.6886251,1914477.0851325,41.9211524,-87.7086023,"(41.9211524, -87.7086023)"
Boys and Girls Clubs of Chicago dba Boys & Girls Clubs of Greater Chicago,Out of School Time Programming - Year Round,Youth Services,Boys & Girls Clubs of Chicago,2801 S RIDGEWAY ,2801,S,RIDGEWAY,,,Chicago,IL,60623,3122075600,,22,SOUTH LAWNDALE,30,1151866.4976586,1885095.7926426,41.8405747,-87.718206,"(41.8405747, -87.718206)"
Dime Child Foundation,Greencorps Program,Youth Services,Dime Child Foundation,1130 S WABASH ST,1130,S,WABASH,ST,,Chicago,IL,60605,3124610200,,4,LOOP,32,1176911.2398922,1895399.4685481,41.8683197,-87.6259904,"(41.8683197, -87.6259904)"
Breakthrough Urban Ministries,Out of School Time Programming - Summer Only,Youth Services,Breakthrough Urban Ministries,3330 W CARROLL AVE,3330,W,CARROLL,AVE,,Chicago,IL,60624,3122358000,,28,EAST GARFIELD PARK,27,1153958.7305814,1902241.6539485,41.8875834,-87.7100715,"(41.8875834, -87.7100715)"
Bright Star Community Outreach Corporation,Out of School Time Programming - Year Round,Youth Services,Bright Star Community Outreach,735 E 44TH ST,735,E,44TH,ST,,Chicago,IL,60653,3122358000,,4,GRAND BOULEVARD,38,1182064.6619016,1875963.6243053,41.8148684,-87.6076743,"(41.8148684, -87.6076743)"
Bright Star Community Outreach Corporation,Summer Youth Employment Program,Youth Services,Bright Star Community Outreach,735 E 44TH ST,735,E,44TH,ST,,Chicago,IL,60653,7736062880,,4,GRAND BOULEVARD,38,1182064.6619016,1875963.6243053,41.8148684,-87.6076743,"(41.8148684, -87.6076743)"
Brighton Park Neighborhood Council,Out of School Time Programming - School Year Only,Youth Services,Brighton Park Neighborhood Council,4250 S ROCKWELL AVE,4250,S,ROCKWELL,AVE,,Chicago,IL,60632,3122358000,,15,BRIGHTON PARK,58,1159705.6420012,1876174.2677121,41.8159353,-87.6896845,"(41.8159353, -87.6896845)"
Brighton Park Neighborhood Council,Summer Youth Employment Program,Youth Services,Brighton Park Neighborhood Council,4250 S ROCKWELL ,4250,S,ROCKWELL,,,Chicago,IL,60632,7735237110,,15,BRIGHTON PARK,58,1159705.6420012,1876174.2677121,41.8159353,-87.6896845,"(41.8159353, -87.6896845)"
Cabrini Connections,Mentoring,Youth Services,Cabrini Connections,1000 N ORLEANS ST,1000,N,ORLEANS,ST,,Chicago,IL,60610,7738810193,,27,NEAR NORTH SIDE,8,1173688.9638892,1907115.3024106,41.9005409,-87.6374712,"(41.9005409, -87.6374712)"
Cambodian Association of Illinois,Out of School Time Programming - Summer Only,Youth Services,Cambodian Association of Illinois,2831 W LAWRENCE AVE,2831,W,LAWRENCE,AVE,,Chicago,IL,60625,7738810193,,40,LINCOLN SQUARE,4,1156480.7098784,1931716.5324367,41.9684141,-87.7000105,"(41.9684141, -87.7000105)"
Carole Robertson Center for Learning,Out of School Time Programming - Year Round,Youth Services,Carole Robertson Center for Learning,2929 W 19TH ST,2929,W,19TH,ST,,Chicago,IL,60623,7735033255,,24,SOUTH LAWNDALE,30,1156677.3122487,1890525.6813454,41.855379,-87.7004052,"(41.855379, -87.7004052)"
Casa Central Social Services Corporation,Out of School Time Programming - Year Round,Youth Services,Casa Central,1343 N CALIFORNIA AVE,1343,N,CALIFORNIA,AVE,,Chicago,IL,60622,3128889662,,26,WEST TOWN,24,1157520.701625,1908974.0468359,41.905986,-87.6968074,"(41.905986, -87.6968074)"
Catholic Charities of the Archdiocese of Chicago,Behavioral Health Support (At-Risk Youth),Youth Services,Catholic Charities of the Archdiocese of Chicago,651 W LAKE ST,651,W,LAKE,ST,,Chicago,IL,60661,7736452300,,42,NEAR WEST SIDE,28,1171734.4310257,1901650.0252532,41.8855871,-87.6448113,"(41.8855871, -87.6448113)"
Catholic Charities of the Archdiocese of Chicago,One Summer Chicago +PLUS Program,Youth Services,Catholic Charities of the Archdiocese of Chicago,6202 S HALSTED AVE,6202,S,HALSTED,AVE,,Chicago,IL,60621,7739247046,7733171921,16,ENGLEWOOD,68,1171992.4428655,1863697.3871341,41.781436,-87.6449807,"(41.781436, -87.6449807)"
Catholic Charities of the Archdiocese of Chicago,Summer Youth Employment Program,Youth Services,Catholic Charities of the Archdiocese of Chicago,6202 S HALSTED AVE,6202,S,HALSTED,AVE,,Chicago,IL,60621,7739247046,7733171921,16,ENGLEWOOD,68,1171992.4428655,1863697.3871341,41.781436,-87.6449807,"(41.781436, -87.6449807)"
Catholic Youth Ministry Center at Morgan Park High School,Out of School Time Programming - School Year Only,Youth Services,Catholic Youth Ministry Center at Morgan Park High School,1825 W MONTEREY AVE,1825,W,MONTEREY,AVE,,Chicago,IL,60643,3122266161,,19,MORGAN PARK,75,1165892.9145793,1830736.8147908,41.6911191,-87.6682767,"(41.6911191, -87.6682767)"
Center of Higher Development,Out of School Time Programming - Year Round,Youth Services,Center of Higher Development,8732 S BURLEY AVE,8732,S,BURLEY,AVE,,Chicago,IL,60617,3126557000,,10,SOUTH CHICAGO,46,1199147.8739209,1847566.9316601,41.7365333,-87.5459657,"(41.7365333, -87.5459657)"
Center on Halsted,Behavioral Health Support (At-Risk Youth),Youth Services,Center on Halsted,3656 N HALSTED ST,3656,N,HALSTED,ST,,Chicago,IL,60613,3127498992,,44,LAKE VIEW,6,1170223.6660419,1924734.840528,41.9489662,-87.6496833,"(41.9489662, -87.6496833)"
Center on Halsted,Summer Youth Employment Program,Youth Services,Center on Halsted,3656 N HALSTED AVE,3656,N,HALSTED,AVE,,Chicago,IL,60613,7734726469,178,44,LAKE VIEW,6,1170223.6660419,1924734.840528,41.9489662,-87.6496833,"(41.9489662, -87.6496833)"
Centers for New Horizons,One Summer Chicago +PLUS Program,Youth Services,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,4150,S,DR MARTIN LUTHER KING JR,DR,,Chicago,IL,60653,7733735700,,3,GRAND BOULEVARD,38,1179510.9047142,1877341.0198447,41.8187069,-87.6169996,"(41.8187069, -87.6169996)"
Centers for New Horizons,Summer Youth Employment Program,Youth Services,"Centers for New Horizons, Inc",4150 S DR MARTIN LUTHER KING JR DR,4150,S,DR MARTIN LUTHER KING JR,DR,,Chicago,IL,60653,7733735700,,3,GRAND BOULEVARD,38,1179510.9047142,1877341.0198447,41.8187069,-87.6169996,"(41.8187069, -87.6169996)"
"Central States SER, Jobs for Progress, Inc.",Intensive Youth Services,Youth Services,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,3129137828,,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
Dominican University,Head Start Support Services,Children Services,Dominican University,7000 W DIVISION ST,7000,W,DIVISION,ST,,River Forest,IL,60305,7083662490,,,,,,,,,
"Central States SER, Jobs for Progress, Inc.",One Summer Chicago +PLUS Program,Youth Services,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,7735429030,1227,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
"Central States SER, Jobs for Progress, Inc.",Out of School Time Programming - Year Round,Youth Services,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,3129137828,,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
"Central States SER, Jobs for Progress, Inc.",RISE,Youth Services,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,7735429030,1227,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
"Central States SER, Jobs for Progress, Inc.",Youth Work Experience Program,Youth Services,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,3129137828,,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
"Central States SER, Jobs for Progress, Inc.",Youth Working for Success,Youth Services,Central States SER Jobs for Progress Inc.,3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,3129137828,,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
Centro Romero,Out of School Time Programming - Year Round,Youth Services,Centro Romero,6216 N CLARK ST,6216,N,CLARK,ST,,Chicago,IL,60660,7735429030,,40,EDGEWATER,77,1164480.7930648,1941437.6260373,41.994923,-87.6703179,"(41.994923, -87.6703179)"
Changing Life Education Initiative,One Summer Chicago +PLUS Program,Youth Services,Changing Life Education Initiative,400 W 76TH ST,400,W,76TH,ST,,Chicago,IL,60620,2178161418,,6,GREATER GRAND CROSSING,69,1174924.165057,1854583.8547936,41.7563625,-87.6345038,"(41.7563625, -87.6345038)"
Changing Worlds,Out of School Time Programming - Year Round,Youth Services,Changing Worlds,3456 W 38TH ST,3456,W,38TH,ST,,Chicago,IL,60632,7733091047,,12,BRIGHTON PARK,58,1153706.8416962,1879216.7560451,41.8244055,-87.7116088,"(41.8244055, -87.7116088)"
Charles A. Hayes Family Investment Center,Out of School Time Programming - Year Round,Youth Services,"Charles A. Hayes Family Investment Center, Inc.",4455 S DR MARTIN LUTHER KING JR DR,4455,S,DR MARTIN LUTHER KING JR,DR,,Chicago,IL,60653,3124218040,,3,GRAND BOULEVARD,38,1179650.3669117,1875340.9401526,41.8132153,-87.6165492,"(41.8132153, -87.6165492)"
Chicago Child Care Society,Mentoring,Youth Services,Chicago Child Care Society,5467 S UNIVERSITY AVE,5467,S,UNIVERSITY,AVE,,Chicago,IL,60615,7736430452,,5,HYDE PARK,41,1184771.8620412,1869157.9456363,41.79613,-87.5979576,"(41.79613, -87.5979576)"
Chicago House & Social Services Agency,Out of School Time Programming - Year Round,Youth Services,Chicago House and Social Service Agency,4631 N BEACON AVE,4631,N,BEACON,AVE,,Chicago,IL,60640,7732485200,,46,UPTOWN,3,1166324.4650943,1931006.2937212,41.9662598,-87.663836,"(41.9662598, -87.663836)"
Chicago Lawndale Amachi Mentoring Program,Mentoring,Youth Services,Chicago Lawndale AMACHI Mentoring Program,3508 W OGDEN AVE,3508,W,OGDEN,AVE,,Chicago,IL,60623,7735219452,,24,NORTH LAWNDALE,29,1153239.8264113,1890509.6800019,41.8554039,-87.7130229,"(41.8554039, -87.7130229)"
Chicago Training Center,Out of School Time Programming - Year Round,Youth Services,Chicago Training Center,2411 W 55TH ST,2411,W,55TH,ST,,Chicago,IL,60632,3123425241,,15,GAGE PARK,63,1161176.413056,1868100.4103355,41.7937492,-87.684513,"(41.7937492, -87.684513)"
Chicago Urban League,Greencorps Program,Youth Services,Chicago Urban League,4150 S MICHIGAN AVE,4150,S,MICHIGAN,AVE,,Chicago,IL,60653,7732855800,,3,GRAND BOULEVARD,38,1177812.1208174,1877308.3419351,41.8186559,-87.6232323,"(41.8186559, -87.6232323)"
Chicago Urban League,Intensive Youth Services,Youth Services,Chicago Urban League,845 W 69TH ST,845,W,69TH,ST,,Chicago,IL,60621,7732855800,,6,ENGLEWOOD,68,1171673.723531,1859054.2285637,41.7687016,-87.6462851,"(41.7687016, -87.6462851)"
Chicago Urban League,Out of School Time Programming - School Year Only,Youth Services,Chicago Urban League,4150 S MICHIGAN AVE,4150,S,MICHIGAN,AVE,,Chicago,IL,60653,7732855800,,3,GRAND BOULEVARD,38,1177812.1208174,1877308.3419351,41.8186559,-87.6232323,"(41.8186559, -87.6232323)"
Chicago Urban League,RISE,Youth Services,Chicago Urban League,4150 S MICHIGAN AVE,4150,S,MICHIGAN,AVE,,Chicago,IL,60653,7732855800,,3,GRAND BOULEVARD,38,1177812.1208174,1877308.3419351,41.8186559,-87.6232323,"(41.8186559, -87.6232323)"
Chicago Urban League,Summer Youth Employment Program,Youth Services,Chicago Urban League,4150 S MICHIGAN AVE,4150,S,MICHIGAN,AVE,,Chicago,IL,60653,7732855800,,3,GRAND BOULEVARD,38,1177812.1208174,1877308.3419351,41.8186559,-87.6232323,"(41.8186559, -87.6232323)"
Chicago West Community Music Center dba The Wish Program,Out of School Time Programming - Summer Only,Youth Services,Chicago West Community Music Center,100 S CENTRAL PARK AVE,100,S,CENTRAL PARK,AVE,,Chicago,IL,60624,7083865315,,28,EAST GARFIELD PARK,27,1152366.9252462,1899272.2125775,41.8794665,-87.7159956,"(41.8794665, -87.7159956)"
"Chicago Youth Boxing Club, Inc.",Out of School Time Programming - Year Round,Youth Services,Chicago Youth Boxing Club,2300 S MILLARD AVE,2300,S,MILLARD,AVE,,Chicago,IL,60623,7735654235,,22,SOUTH LAWNDALE,30,1152359.7279372,1888440.6536472,41.8497437,-87.7163078,"(41.8497437, -87.7163078)"
Chicago Youth Centers,CHA After School Program,Youth Services,Chicago Youth Centers ABC Polk Bros.,3415 W 13TH PL,3415,W,13TH,PL,,Chicago,IL,60623,7737625655,,24,NORTH LAWNDALE,29,1153733.7659838,1893652.6361062,41.8640187,-87.7111263,"(41.8640187, -87.7111263)"
